type,subCity,price,bedRooms,rooms,floor,area,stype
New,didube,985,1,2,2,52,rent
Old,saburtalo,959,1,2,6,60,rent
Old,saburtalo,666,1,2,4,45,rent
New,digomi,800,1,2,2,62,rent
Old,saburtalo,1860,3,5,1,120,rent
New,vake,900,1,2,4,100,rent
Old,chugureti,550,1,2,1,55,rent
Old,vake,1860,2,3,5,165,rent
New,saburtalo,1200,1,2,3,120,rent
New,saburtalo,1460,1,2,9,64,rent
Old,saburtalo,799,1,2,5,70,rent
New,vake,1600,2,3,13,90,rent
New,gldani,300,1,1,1,20,rent
New,saburtalo,1010,1,2,14,56,rent
Old,mtatsminda,1730,2,4,4,130,rent
Old, (i-vii),800,1,2,2,38,rent
Old,vake,1700,2,3,4,120,rent
New,saburtalo,1070,1,2,10,62,rent
Old,saburtalo,985,1,2,3,55,rent
Old,saburtalo,799,1,2,4,62,rent
Old,vake,1070,1,2,5,75,rent
New,avlabari,1500,1,2,7,60,rent
New,vera,1330,1,2,6,80,rent
Old,vake,1070,3,4,1,180,rent
New,saburtalo,932,1,2,4,56,rent
New,vake,1330,2,3,6,75,rent
New,vake,1600,1,2,3,60,rent
New,varketili,799,1,2,6,45,rent
New,isani,799,1,2,3,50,rent
New,vake,1070,1,2,2,52,rent
New,mtatsminda,1600,1,2,5,45,rent
Old,vake,1330,2,3,7,80,rent
New,didube,533,1,2,2,40,rent
New,saburtalo,1730,2,3,7,90,rent
New,varketili,666,2,3,9,70,rent
New,vake,1070,1,3,5,90,rent
New,vake,1600,2,3,3,140,rent
New,vake,1890,1,2,4,60,rent
Old,vera,1060,2,3,4,90,rent
New,didube,1700,3,4,14,120,rent
Old,saburtalo,932,1,2,3,65,rent
New,digomi,800,1,2,11,40,rent
Old,isani,500,1,1,3,38,rent
New,vake,1890,1,2,5,70,rent
Old,saburtalo,800,1,2,3,57,rent
New,sololaki,1000,2,3,3,60,rent
New,saburtalo,799,1,2,2,56,rent
New,vake,1470,2,3,3,83,rent
New,saburtalo,650,1,2,2,45,rent
Old,saburtalo,746,1,1,8,30,rent
Old,saburtalo,800,1,2,5,60,rent
New,saburtalo,933,1,2,4,59,rent
New,vake,932,1,2,10,67,rent
New,saburtalo,852,1,2,3,51,rent
New,vake,2400,2,3,4,110,rent
New,vera,3590,2,5,4,112,rent
Old,gldani,500,1,1,1,50,rent
New,samgori,350,0,1,1,35,rent
New,saburtalo,1860,1,2,4,60,rent
New,digomi,850,2,3,6,80,rent
Old,vake,1600,1,2,1,70,rent
New,saburtalo,1860,2,3,3,130,rent
New,saburtalo,932,1,2,3,54,rent
New,vake,1280,1,2,13,65,rent
Old,nadzaladevi,500,1,1,4,42,rent
Old, (i-vii),799,0,2,2,38,rent
Old, (i-vii),650,1,1,2,33,rent
New,saburtalo,1750,1,2,6,62,rent
Old,vake,746,1,1,2,40,rent
New,saburtalo,1000,1,2,4,57,rent
Old,vake,1860,1,2,5,70,rent
New,sololaki,1000,2,3,2,60,rent
New,saburtalo,1330,2,3,5,110,rent
New,vake,1600,1,2,3,50,rent
New,vake,2660,3,4,7,100,rent
New,mtatsminda,1200,1,2,2,40,rent
New,gldani,350,1,1,2,30,rent
Old,vake,799,1,1,4,40,rent
New,saburtalo,985,1,2,4,60,rent
New,vake,1350,1,2,5,50,rent
New,saburtalo,985,1,2,9,55,rent
New,digomi,985,2,3,8,80,rent
Old,digomi,852,2,3,6,80,rent
New,saburtalo,985,1,2,9,55,rent
New, (i-vii),799,1,2,5,40,rent
New,saburtalo,1070,1,2,5,70,rent
New,avlabari,1070,1,2,8,60,rent
New,saburtalo,1200,1,2,6,50,rent
New,varketili,950,1,2,9,64,rent
New,isani,1600,2,3,9,120,rent
Old,varketili,700,2,3,9,70,rent
Old,saburtalo,799,1,2,1,55,rent
New,saburtalo,1700,1,2,6,65,rent
New,avlabari,1900,2,3,3,112,rent
New,mtatsminda,1900,2,3,3,105,rent
New,vera,1980,2,3,3,113,rent
New,ortachala,1980,2,3,3,116,rent
New,vera,1880,2,3,3,98,rent
New,vera,1890,2,3,3,102,rent
New,avlabari,1900,2,3,3,110,rent
New,sololaki,1850,2,3,3,89,rent
New,vera,1980,2,3,3,116,rent
New,avlabari,1900,2,3,3,107,rent
New,avlabari,1980,2,3,3,116,rent
New,vera,1890,3,4,3,122,rent
New,mtatsminda,1990,3,4,3,135,rent
New,vera,1850,3,4,3,125,rent
New,vera,1350,2,3,4,90,rent
New,vake,1950,3,4,5,120,rent
New,mtatsminda,1450,2,3,3,88,rent
New,mtatsminda,2080,3,4,4,135,rent
New,vera,1950,3,4,3,125,rent
New,vera,1880,2,3,3,112,rent
New,vake,1750,2,3,3,95,rent
New,vera,2250,2,3,3,120,rent
New,avlabari,1780,2,3,3,90,rent
New,vera,1680,2,3,3,80,rent
New,vera,1950,2,3,3,110,rent
New,avlabari,1980,0,3,3,110,rent
New,vake,1890,2,3,3,110,rent
New,mtatsminda,1750,2,3,3,88,rent
New,vera,2450,2,3,3,120,rent
New,mtatsminda,1880,2,3,3,100,rent
New,vake,1950,2,3,4,105,rent
New,sololaki,2000,2,3,3,115,rent
New,mtatsminda,1680,2,3,4,98,rent
New,avlabari,1880,2,3,3,112,rent
New,avlabari,2100,2,3,3,120,rent
New,avlabari,1750,2,3,3,100,rent
New,vera,1890,2,3,3,105,rent
New,vake,2450,2,3,4,120,rent
New,vera,1870,2,3,3,102,rent
New,vake,1890,2,3,3,89,rent
New,mtatsminda,2150,2,3,3,98,rent
New,vake,3200,3,4,3,120,rent
Old,saburtalo,1070,2,3,5,78,rent
New,saburtalo,1070,1,2,8,45,rent
New,ortachala,1330,2,3,5,100,rent
New,saburtalo,1350,1,2,2,57,rent
Old,saburtalo,550,1,1,2,35,rent
New,massive,932,1,2,8,44,rent
Old,saburtalo,932,2,3,2,60,rent
New,saburtalo,1200,0,2,12,65,rent
New,saburtalo,1060,1,2,10,62,rent
New,saburtalo,932,1,2,7,60,rent
New,saburtalo,1350,1,2,12,80,rent
New,didube,932,2,3,3,85,rent
Old, (i-vii),1200,3,4,8,106,rent
Old,saburtalo,692,1,1,1,32,rent
New,vake,1070,1,2,3,83,rent
New,varketili,1500,2,3,4,90,rent
New,saburtalo,1070,1,2,4,67,rent
Old,digomi,799,2,3,4,70,rent
Old,vake,746,1,1,5,40,rent
New,nadzaladevi,932,2,3,10,90,rent
New,digomi,932,1,2,7,55,rent
New,saburtalo,900,1,2,4,65,rent
Old,saburtalo,250,1,1,2,0,rent
New,saburtalo,1200,1,2,5,75,rent
New,digomi,932,1,2,8,54,rent
New,saburtalo,2930,3,6,3,165,rent
New,vake,1730,1,2,8,75,rent
New,vake,932,1,2,2,70,rent
New,saburtalo,1450,1,2,6,75,rent
Old,samgori,800,3,4,4,110,rent
Old,vake,2130,2,3,4,130,rent
New,saburtalo,932,1,2,4,65,rent
New,digomi,932,1,2,5,65,rent
New,saburtalo,1070,1,2,2,65,rent
New,digomi,1070,2,3,10,80,rent
New,digomi,1070,2,3,3,85,rent
New,saburtalo,1070,1,2,3,55,rent
New,saburtalo,1070,1,2,4,70,rent
Old,didube,850,2,4,2,67,rent
New,saburtalo,1080,1,2,8,65,rent
Old,vake,932,1,2,2,65,rent
New,avlabari,2000,3,4,8,107,rent
Old,didube,850,2,3,5,80,rent
New,massive,932,1,2,8,44,rent
New,vake,1600,2,3,1,105,rent
New,vake,1080,1,2,3,68,rent
Old, (i-vii),650,1,1,3,30,rent
New,saburtalo,1200,1,2,7,75,rent
New,saburtalo,4600,3,4,3,140,rent
New,massive,1000,1,2,8,44,rent
New,ortachala,1070,2,3,8,96,rent
New,saburtalo,1120,1,2,15,65,rent
New,mtatsminda,2660,2,3,7,87,rent
Old,ortachala,750,1,2,7,75,rent
Old,ortachala,650,1,1,2,37,rent
New,digomi,750,2,3,1,70,rent
New,massive,970,2,3,9,108,rent
New,sololaki,1500,1,1,2,40,rent
New,vake,3660,3,5,7,200,rent
New,saburtalo,1090,2,3,5,120,rent
New,saburtalo,2930,3,4,2,160,rent
New,saburtalo,1070,1,2,2,70,rent
New,vake,2200,2,3,4,115,rent
New,vake,1280,1,2,5,67,rent
New,saburtalo,2400,3,4,7,140,rent
New,avlabari,2450,3,4,11,100,rent
Old,saburtalo,1100,2,3,8,86,rent
New,saburtalo,1270,1,2,9,65,rent
New,digomi,932,1,2,7,45,rent
New,vake,3990,3,4,7,172,rent
Old,saburtalo,666,0,2,8,50,rent
New,vake,2660,2,3,10,170,rent
Old, (i-vii),799,1,2,5,35,rent
New,saburtalo,1280,1,2,2,60,rent
New,digomi,932,2,3,6,70,rent
New,saburtalo,1730,2,3,4,70,rent
New,vake,1730,1,2,8,80,rent
New,saburtalo,750,1,1,6,40,rent
New,chugureti,1070,1,2,1,50,rent
Old,mtatsminda,1200,1,2,1,50,rent
New,saburtalo,746,1,2,5,50,rent
Old,didube,800,1,2,5,65,rent
New,saburtalo,799,1,2,2,45,rent
New,saburtalo,1750,1,2,4,60,rent
New,saburtalo,666,1,1,2,35,rent
Old,chugureti,1600,3,4,2,110,rent
New,saburtalo,5330,3,4,10,146,rent
New,saburtalo,1730,1,2,6,62,rent
New,saburtalo,1860,3,4,9,160,rent
New,saburtalo,1600,2,3,7,80,rent
New,saburtalo,1070,1,2,2,60,rent
New,vake,2130,2,3,10,130,rent
New,saburtalo,1460,2,3,7,124,rent
Old,sololaki,1500,2,4,2,110,rent
New,saburtalo,799,1,2,5,45,rent
Old,vake,1000,2,3,4,90,rent
Old,vake,799,1,2,2,40,rent
New,vake,1860,2,3,4,125,rent
New,didube,985,2,3,14,80,rent
New,vake,1570,2,3,3,77,rent
New,saburtalo,932,1,2,2,55,rent
New,saburtalo,1650,1,2,6,62,rent
New,vake,2130,1,2,4,60,rent
Old,saburtalo,550,1,2,3,45,rent
New,vake,2500,3,4,10,130,rent
Old,saburtalo,800,1,1,1,45,rent
New,digomi,700,1,2,7,45,rent
New,sanzona,932,2,3,4,56,rent
Old,massive,1200,2,3,16,95,rent
New,vake,1870,1,2,8,57,rent
New,saburtalo,1250,1,2,2,57,rent
Old,vake,799,1,1,5,40,rent
New,vake,2630,3,4,3,160,rent
New,vake,2660,2,3,8,90,rent
New,vake,1460,2,3,3,77,rent
New,digomi,932,2,3,6,70,rent
New,didube,1200,1,2,5,70,rent
New,saburtalo,1470,1,2,9,64,rent
Old,vake,1200,2,3,2,65,rent
New,vake,2660,1,2,10,75,rent
New,digomi,932,2,3,3,70,rent
Old,massive,533,1,2,8,40,rent
New,saburtalo,1070,1,2,8,45,rent
New,digomi,700,1,2,1,50,rent
New,massive,1070,2,3,11,80,rent
Old,saburtalo,900,1,2,5,60,rent
New,vashlijvari,799,2,3,2,68,rent
New,vake,2660,1,2,11,70,rent
New,vake,3200,2,3,2,96,rent
New,didube,799,1,2,7,65,rent
New,vake,2930,1,2,6,70,rent
New,saburtalo,1730,2,3,9,73,rent
New,isani,1070,2,3,4,70,rent
Old,mtatsminda,1460,1,2,2,52,rent
New,ortachala,879,1,2,7,50,rent
New,massive,932,1,2,2,50,rent
Old,saburtalo,879,1,2,4,60,rent
Old,saburtalo,1200,2,3,12,130,rent
Old,didube,932,2,3,1,93,rent
New,ortachala,932,2,3,10,70,rent
Old,vake,799,1,1,4,40,rent
New,saburtalo,1070,1,2,4,70,rent
New,digomi,700,1,2,4,65,rent
New,saburtalo,666,1,1,2,34,rent
Old,saburtalo,799,1,2,3,60,rent
New,vake,799,1,2,4,45,rent
New,ortachala,1070,1,2,3,62,rent
New,massive,1070,2,3,3,70,rent
New,digomi,799,1,2,8,55,rent
New,saburtalo,932,1,2,3,60,rent
New,saburtalo,1600,2,3,10,95,rent
Old, (i-vii),750,1,2,5,40,rent
New,saburtalo,932,1,2,6,45,rent
New,saburtalo,1460,2,3,12,65,rent
Old, (i-vii),750,1,2,5,40,rent
New,chugureti,1330,1,2,7,75,rent
New,saburtalo,1200,2,3,6,93,rent
New,nadzaladevi,650,1,2,11,45,rent
New,vake,799,1,2,3,65,rent
Old,vake,1070,1,1,9,50,rent
New,digomi,932,2,3,3,80,rent
Old,isani,932,2,3,9,80,rent
New,saburtalo,1070,2,3,2,70,rent
New,didube,852,1,2,2,50,rent
New,vake,1070,1,2,2,50,rent
New,didube,1070,2,3,11,90,rent
New,saburtalo,1040,1,2,6,57,rent
New,digomi,932,2,3,7,62,rent
New,saburtalo,1200,2,3,15,70,rent
New,saburtalo,1070,2,3,5,62,rent
New,saburtalo,1330,2,3,11,78,rent
New,digomi,1070,2,3,11,80,rent
New,saburtalo,1730,2,3,4,83,rent
Old,saburtalo,800,2,3,4,85,rent
New,saburtalo,1330,2,3,8,115,rent
New,saburtalo,1070,1,2,6,50,rent
New,vake,1070,2,3,1,105,rent
New,saburtalo,932,1,2,5,60,rent
New,saburtalo,932,1,2,4,52,rent
New,saburtalo,1070,1,2,8,61,rent
New,saburtalo,1460,1,2,4,85,rent
New,saburtalo,1070,1,2,9,70,rent
New,saburtalo,1200,1,2,14,57,rent
New,saburtalo,1200,2,3,6,105,rent
New,vake,5700,3,4,3,183,rent
New,massive,1070,2,3,4,60,rent
New,vake,4000,2,3,7,82,rent
New,saburtalo,1200,1,2,6,75,rent
New,saburtalo,985,1,2,2,70,rent
New,saburtalo,1330,1,2,6,45,rent
New,saburtalo,1070,1,2,10,70,rent
New,saburtalo,1070,1,2,2,59,rent
New,vake,746,1,1,4,50,rent
Old,mtatsminda,932,0,3,2,72,rent
New,saburtalo,932,1,2,10,45,rent
New,vake,1070,2,2,3,105,rent
Old,sanzona,932,2,3,2,75,rent
New,vake,1330,2,3,5,90,rent
New,saburtalo,1070,2,3,3,95,rent
New,didube,932,2,3,7,58,rent
Old,saburtalo,1070,2,3,5,90,rent
New,saburtalo,1460,2,3,8,91,rent
New,didube,1200,2,3,6,75,rent
New,vake,1000,1,2,3,68,rent
Old,vake,1070,2,3,2,90,rent
New,saburtalo,1200,2,3,5,75,rent
New,saburtalo,1070,1,2,9,72,rent
New,vera,1600,3,4,10,135,rent
Old,didube,799,1,1,6,30,rent
New,saburtalo,1200,2,3,4,75,rent
New,massive,1000,2,3,5,105,rent
New,didube,932,1,2,8,50,rent
Old,chugureti,1600,2,3,3,90,rent
New,saburtalo,1200,2,3,2,70,rent
New,digomi,799,1,2,7,62,rent
New,saburtalo,1330,2,3,5,65,rent
New,saburtalo,1330,1,2,3,71,rent
New,saburtalo,932,1,2,4,48,rent
New,massive,950,1,2,8,44,rent
New,saburtalo,5330,1,2,12,75,rent
New,digomi,879,2,3,6,64,rent
New,saburtalo,1200,1,2,11,90,rent
New,saburtalo,1460,2,3,9,80,rent
New,saburtalo,1200,2,3,7,70,rent
New,avlabari,1060,1,2,3,40,rent
New,massive,1200,2,3,9,65,rent
New,saburtalo,1070,2,3,4,63,rent
New,vake,2660,2,3,7,105,rent
Old,didube,799,2,3,5,80,rent
Old, (i-vii),800,1,2,5,35,rent
New,ortachala,1070,1,2,5,60,rent
New,vake,1860,2,3,11,85,rent
New,vake,2660,2,3,1,132,rent
New,saburtalo,546,0,6,1,27,rent
New,didube,932,2,3,8,69,rent
New,vake,2530,2,3,4,82,rent
New,saburtalo,950,1,2,9,50,rent
New,varketili,500,1,2,4,42,rent
New,saburtalo,1070,1,2,9,42,rent
New,mtatsminda,9320,2,4,9,156,rent
Old,saburtalo,600,1,1,5,35,rent
Old,saburtalo,600,1,1,5,38,rent
New,mtatsminda,9320,1,2,3,155,rent
Old,saburtalo,1100,4,5,3,130,rent
Old,saburtalo,1070,2,3,4,80,rent
New,saburtalo,1330,1,2,6,65,rent
New,vake,1010,1,2,5,65,rent
New,vazisubani,1040,2,3,8,70,rent
New,vake,2930,2,4,4,76,rent
New,saburtalo,940,1,2,22,42,rent
New,vake,2680,3,4,4,140,rent
New,saburtalo,1200,1,2,3,86,rent
New,saburtalo,1350,1,2,7,72,rent
New,saburtalo,1250,1,2,3,66,rent
New,saburtalo,1600,2,3,6,100,rent
New,saburtalo,3200,3,5,5,222,rent
New,saburtalo,2200,2,3,8,122,rent
New,saburtalo,1310,1,2,5,75,rent
New,saburtalo,1950,2,3,8,88,rent
New,saburtalo,1600,1,2,6,58,rent
New,saburtalo,2600,2,3,6,80,rent
New,saburtalo,1700,1,2,7,83,rent
New,saburtalo,1690,2,3,4,140,rent
New,saburtalo,1430,1,2,4,65,rent
New,saburtalo,1320,1,2,12,60,rent
New,saburtalo,1320,1,2,12,56,rent
New,saburtalo,1060,1,2,8,42,rent
New,didube,750,1,2,1,50,rent
New,avlabari,1440,1,2,5,60,rent
New,saburtalo,1560,2,3,5,105,rent
New,saburtalo,1600,2,3,10,130,rent
New,saburtalo,1330,1,2,9,72,rent
New,saburtalo,1200,1,2,6,60,rent
New,saburtalo,1400,1,2,6,67,rent
New,saburtalo,1350,1,2,5,63,rent
New,saburtalo,666,1,1,2,35,rent
New,vake,2400,2,3,3,82,rent
Old,vera,999,2,3,1,70,rent
New,saburtalo,1070,2,3,5,70,rent
New,saburtalo,935,2,3,3,90,rent
Old,saburtalo,810,1,2,5,60,rent
Old,saburtalo,1000,1,2,3,65,rent
Old,saburtalo,1000,1,2,3,65,rent
Old,saburtalo,550,1,1,2,35,rent
New,saburtalo,1330,1,2,10,55,rent
New,vake,6660,3,4,3,190,rent
Old,vake,1070,1,2,3,72,rent
New,saburtalo,1200,2,3,1,100,rent
New,didube,1860,3,4,9,146,rent
Old,saburtalo,1200,2,3,3,80,rent
New,vake,1460,1,2,8,70,rent
New,(i-v),800,2,3,7,90,rent
Old,vake,1330,1,2,3,85,rent
Old,saburtalo,1600,2,3,8,110,rent
Old, (i-vii),500,1,1,4,35,rent
New,vake,1860,2,3,8,80,rent
New,saburtalo,1460,2,3,3,65,rent
New,vake,1330,1,2,18,55,rent
Old,saburtalo,600,1,1,3,35,rent
Old,saburtalo,1600,2,3,4,105,rent
New,saburtalo,1460,2,3,9,130,rent
New,saburtalo,1100,1,2,10,75,rent
New,saburtalo,1330,2,3,5,70,rent
New,saburtalo,1460,2,3,9,130,rent
Old,saburtalo,932,2,3,3,80,rent
New,ortachala,1460,2,3,5,125,rent
New,saburtalo,1070,1,2,2,60,rent
Old,vake,666,1,1,3,45,rent
New,vake,1330,1,2,5,55,rent
New,vake,2660,2,3,6,92,rent
New,didube,1200,2,3,6,70,rent
New,nadzaladevi,852,1,2,5,60,rent
New,didube,820,1,2,8,68,rent
New,chugureti,1070,2,3,1,75,rent
Old,saburtalo,1070,2,3,9,70,rent
New,nadzaladevi,900,2,3,5,55,rent
New,gldani,932,2,3,8,62,rent
New,saburtalo,2120,3,4,7,120,rent
New,saburtalo,2260,3,4,12,170,rent
New,saburtalo,932,1,2,5,50,rent
New,nadzaladevi,450,1,2,2,40,rent
New,saburtalo,2260,3,4,12,170,rent
Old,saburtalo,500,1,1,5,40,rent
New,saburtalo,1800,2,3,4,82,rent
New,saburtalo,1860,2,3,6,90,rent
Old,chugureti,620,1,1,1,25,rent
New,didube,1200,2,3,7,90,rent
New,saburtalo,2080,0,3,1,140,rent
Old,saburtalo,1070,0,1,1,30,rent
Old,gldani,719,0,4,6,90,rent
New,saburtalo,1350,1,2,4,62,rent
Old,didube,250,2,3,1,100,rent
New,vera,1860,1,2,3,90,rent
New,saburtalo,1100,0,2,7,62,rent
New,vake,1600,2,3,3,100,rent
Old,saburtalo,650,1,2,5,50,rent
New,saburtalo,1070,1,2,10,60,rent
New,vake,1330,1,2,3,80,rent
New,vake,1330,1,2,4,60,rent
New,vake,3980,3,4,7,123,rent
New,vake,4360,3,4,8,130,rent
New,vake,4450,3,4,5,120,rent
New,vake,4160,3,4,3,125,rent
New,vake,4200,3,4,6,112,rent
New,vake,1200,2,3,3,100,rent
New,varketili,600,0,2,8,42,rent
New,vake,3430,2,3,7,110,rent
New,vake,1070,3,4,4,90,rent
New,vake,3460,2,3,6,109,rent
New,digomi,852,1,2,6,45,rent
New,saburtalo,852,1,2,3,45,rent
New,vake,1070,2,3,5,90,rent
New,vake,3350,2,3,8,105,rent
New,ortachala,1070,2,3,8,75,rent
Old,(i-v),932,2,3,10,80,rent
New,vake,2350,2,3,4,107,rent
New,vake,2500,1,2,7,80,rent
New,saburtalo,1440,1,2,7,65,rent
New,saburtalo,1080,1,2,4,75,rent
New,saburtalo,1690,1,2,6,75,rent
New,vake,1320,2,3,12,135,rent
New,saburtalo,1460,2,3,15,100,rent
New,saburtalo,1200,2,3,4,90,rent
New,vake,1860,2,3,2,90,rent
New,vake,1860,2,3,3,100,rent
New,saburtalo,1080,1,2,4,50,rent
New,chugureti,1440,2,3,5,110,rent
New,vake,2160,1,2,4,75,rent
New,gldani,750,2,3,8,70,rent
New,vake,2250,1,2,8,78,rent
New,saburtalo,1200,2,1,5,60,rent
New,digomi,879,1,2,7,65,rent
New,vake,2100,1,2,7,80,rent
New,vake,1950,1,2,3,85,rent
Old,mtatsminda,1860,2,4,4,126,rent
New,vake,2450,2,3,5,100,rent
New,isani,1200,2,3,11,100,rent
New,vake,2180,1,2,9,71,rent
New,vake,2470,1,2,9,87,rent
New,saburtalo,4600,3,4,3,140,rent
New,vake,2640,1,2,8,90,rent
New,saburtalo,1300,2,3,12,76,rent
New,saburtalo,1300,2,3,12,76,rent
Old,temka,500,1,1,1,30,rent
New,vake,4000,3,4,15,150,rent
Old,saburtalo,460,0,1,8,45,rent
New,didube,932,2,3,4,65,rent
New,vera,3650,2,3,5,120,rent
New,varketili,600,1,2,2,55,rent
New,vake,2930,2,3,8,85,rent
New,sanzona,930,2,3,2,75,rent
Old,mtatsminda,2660,3,4,2,108,rent
New,vake,2130,2,3,7,140,rent
New,saburtalo,1200,0,1,13,35,rent
New,saburtalo,1860,1,2,16,50,rent
New,saburtalo,1860,1,2,16,50,rent
New,varketili,400,1,1,1,30,rent
New,vake,2530,1,2,2,57,rent
New,gldani,650,1,2,2,55,rent
New,vake,2590,1,2,6,90,rent
New,vake,2390,1,2,12,70,rent
Old,chugureti,1200,2,3,16,70,rent
New,saburtalo,1900,2,3,11,96,rent
New,vake,1900,2,3,9,67,rent
New,vake,3430,2,3,6,116,rent
New,vake,3180,2,3,5,108,rent
Old,vake,1200,2,3,2,65,rent
Old,vazisubani,600,3,4,4,100,rent
New,vake,3160,2,3,4,115,rent
Old,vake,1870,2,3,4,128,rent
New,didube,800,1,2,7,65,rent
New,vake,3500,2,3,3,125,rent
New,vake,1560,2,3,3,160,rent
New,vake,3320,2,3,2,120,rent
New,vake,1730,1,2,8,57,rent
New,vake,2340,1,2,1,85,rent
New,vake,2230,1,2,9,80,rent
Old,varketili,350,1,1,9,40,rent
New,vake,3370,2,3,9,105,rent
New,vake,1960,1,2,8,65,rent
New,vake,1730,1,2,2,48,rent
New,vake,1600,3,4,2,107,rent
New,vake,3340,2,3,7,115,rent
New,vake,3260,2,3,6,104,rent
New,vake,1200,1,2,5,87,rent
New,vake,3170,2,3,5,101,rent
New,vake,2660,1,2,4,86,rent
New,vake,3120,2,3,3,104,rent
New,vake,2010,1,2,2,85,rent
Old,afrika,400,1,2,7,60,rent
New,vake,1960,1,2,1,65,rent
New,vake,4620,3,4,9,125,rent
New,saburtalo,1200,2,3,1,100,rent
New,vake,2460,1,2,9,83,rent
Old,sololaki,1350,1,2,2,78,rent
New,massive,1200,2,3,11,95,rent
New,vake,2450,1,2,5,80,rent
New,vake,1400,1,2,6,70,rent
New,vake,3500,2,3,8,120,rent
New,kharfukhi,3000,2,3,2,87,rent
New,vake,2650,1,2,7,82,rent
New,vake,1200,1,3,3,90,rent
New,vake,3500,2,3,6,120,rent
New,vake,2420,1,2,5,80,rent
Old,massive,1200,2,3,9,70,rent
Old,massive,1180,2,3,6,100,rent
Old,nadzaladevi,799,1,2,2,50,rent
Old,sololaki,1000,4,5,3,200,rent
New,massive,1170,2,3,5,60,rent
New,vake,1070,3,4,4,90,rent
New,massive,1070,2,3,4,60,rent
Old,massive,1330,2,3,2,80,rent
New,samgori,1330,2,3,5,70,rent
New,massive,1070,2,3,7,85,rent
Old,massive,1040,2,3,5,80,rent
New,massive,1040,2,3,2,80,rent
Old,saburtalo,1070,1,3,2,70,rent
New,isani,1460,2,3,10,110,rent
New,saburtalo,1460,2,3,12,75,rent
Old,saburtalo,550,0,1,2,32,rent
New,ortachala,1460,1,2,9,51,rent
Old,saburtalo,1000,2,3,16,96,rent
Old,saburtalo,1000,1,2,1,56,rent
New,saburtalo,1570,3,4,6,117,rent
Old,saburtalo,932,2,3,2,85,rent
New,vake,1340,2,3,3,130,rent
New,saburtalo,1860,2,3,3,90,rent
New,saburtalo,1070,1,2,2,60,rent
New,digomi,799,2,3,10,65,rent
New,saburtalo,1800,2,3,8,80,rent
Old,avlabari,11100,1,2,2,50,rent
New,saburtalo,1800,2,3,12,80,rent
New,saburtalo,1800,2,3,14,80,rent
New,vake,1250,2,3,3,85,rent
New,vake,1070,2,3,3,85,rent
New,saburtalo,932,0,2,10,60,rent
Old,didube,810,1,2,7,60,rent
New,saburtalo,1890,1,3,4,80,rent
New,saburtalo,2700,2,3,4,90,rent
Old,massive,250,2,3,5,70,rent
New,digomi,700,1,2,4,52,rent
Old,(i-v),799,1,2,9,55,rent
Old,didube,666,1,3,6,75,rent
New,vera,1420,2,3,3,86,rent
New,mtatsminda,1890,3,4,3,118,rent
New,vera,1890,3,4,4,115,rent
New,mtatsminda,1930,3,4,3,117,rent
New,vera,1460,2,3,3,83,rent
New,vera,1370,2,3,3,82,rent
New,mtatsminda,1420,2,3,4,82,rent
New,vera,1950,3,4,3,123,rent
New,didube,1000,2,3,7,72,rent
New,gldani,650,2,3,13,60,rent
Old,didube,850,2,4,2,67,rent
New,saburtalo,1900,2,3,11,96,rent
Old,saburtalo,799,1,1,5,38,rent
New,isani,799,1,2,8,55,rent
New,saburtalo,2000,3,4,4,130,rent
New,saburtalo,932,1,1,3,60,rent
Old,kharfukhi,1100,1,2,1,60,rent
Old,didube,932,2,3,8,75,rent
Old,didube,932,0,3,6,78,rent
Old,mukhiani,400,1,1,1,40,rent
New,digomi,746,1,2,7,55,rent
Old,saburtalo,799,1,2,10,55,rent
Old,(i-v),932,1,2,7,60,rent
New,didube,799,1,2,7,65,rent
Old,nadzaladevi,932,3,5,4,129,rent
New,vera,3590,2,3,5,120,rent
New,saburtalo,1200,1,2,2,70,rent
New,sanzona,933,1,2,13,50,rent
New,gldani,500,1,2,3,37,rent
New,saburtalo,879,1,2,4,60,rent
Old,vake,945,1,2,2,70,rent
Old,saburtalo,2130,3,5,1,120,rent
New,saburtalo,1070,2,3,5,75,rent
Old, (i-vii),799,1,2,5,40,rent
New,vake,2260,3,4,6,130,rent
Old,didube,799,2,3,2,85,rent
New,isani,1330,1,2,10,83,rent
New,mtatsminda,1900,2,3,5,100,rent
New,saburtalo,2160,2,3,6,110,rent
Old,saburtalo,400,1,1,2,22,rent
Old,saburtalo,300,1,2,1,30,rent
New,saburtalo,2160,3,4,1,140,rent
New,massive,650,1,1,1,26,rent
New,didube,932,2,3,8,69,rent
Old,avlabari,500,1,2,5,43,rent
Old,sanzona,985,2,3,2,75,rent
Old,gldani,400,1,2,8,65,rent
Old,(i-v),750,1,2,14,75,rent
Old, (i-vii),1000,2,3,2,80,rent
New,gldani,650,1,2,11,45,rent
Old,chugureti,600,1,1,1,33,rent
New,samgori,666,1,2,9,50,rent
Old,saburtalo,500,1,1,5,37,rent
Old, (i-vii),600,1,1,4,35,rent
Old,saburtalo,932,1,2,2,52,rent
New,vake,1330,1,2,6,57,rent
Old,saburtalo,900,1,2,5,60,rent
Old,didube,700,1,2,1,36,rent
New,didube,1330,2,3,10,70,rent
Old,vake,799,3,4,8,100,rent
Old,saburtalo,840,2,3,4,110,rent
New,varketili,799,1,2,6,60,rent
