type,subCity,price,bedRooms,rooms,floor,area,stype
Old,mtatsminda,361100,2,3,5,82,sale
Old,vake,412700,2,3,3,120,sale
Old,vake,288900,3,4,14,176,sale
New,vake,452700,3,4,3,120,sale
New,digomi,138500,1,2,16,45,sale
New,vake,291600,1,2,16,73,sale
New,avlabari,292900,2,3,2,105,sale
New,digomi,306200,2,3,4,110,sale
New,vake,332800,1,2,4,125,sale
New,vake,532500,3,4,8,200,sale
New,vake,1118300,3,4,8,169,sale
New,vake,990500,3,4,9,186,sale
New,vake,396100,2,3,13,119,sale
Old,vera,745600,2,4,3,167,sale
New,vake,372800,2,3,7,76,sale
New,nadzaladevi,141100,1,2,12,53,sale
New,vake,1118300,3,4,10,205,sale
New,vake,452700,2,3,16,100,sale
New,sanzona,1118300,3,5,14,400,sale
Old,saburtalo,218300,2,4,14,125,sale
New,digomi,165100,3,4,7,144,sale
New,nadzaladevi,95900,1,2,13,50,sale
New,saburtalo,230000,2,3,4,89,sale
New,saburtalo,379000,3,4,6,121,sale
Old,sanzona,133100,2,4,4,108,sale
New,digomi,75900,1,2,10,37,sale
New,digomi,79900,1,2,12,37,sale
New,digomi,74600,1,1,4,37,sale
New,saburtalo,207700,1,2,2,61,sale
New,saburtalo,559200,0,3,8,270,sale
New,gldani,106500,2,3,16,61,sale
New,saburtalo,149100,2,3,16,80,sale
Old,gldani,121200,3,4,5,100,sale
Old,didube,106500,1,2,3,57,sale
Old,digomi,122500,2,3,1,82,sale
Old,saburtalo,266300,3,5,2,125,sale
Old,mukhiani,91000,1,2,7,72,sale
Old,mukhiani,102000,2,3,6,76,sale
Old,mukhiani,158000,2,3,7,78,sale
Old,mukhiani,143000,3,4,2,100,sale
New,digomi,119700,0,2,2,54,sale
Old,avlabari,266300,1,3,2,65,sale
New,saburtalo,143500,1,2,12,44,sale
New,saburtalo,332800,2,3,2,130,sale
Old,chugureti,122500,1,2,1,98,sale
New,vake,485300,3,4,3,135,sale
New,mtatsminda,309300,2,3,3,88,sale
New,vera,323500,2,3,3,90,sale
New,vera,380800,2,3,3,110,sale
New,vera,286300,2,3,3,84,sale
New,vera,374900,2,3,3,110,sale
New,vera,399400,3,4,3,120,sale
New,vake,426000,2,3,2,105,sale
New,vake,294200,2,3,3,87,sale
New,vake,431400,3,4,3,120,sale
New,vera,287600,2,3,3,90,sale
New,vake,323800,2,3,3,95,sale
Old,isani,53300,1,2,2,40,sale
New,vake,485300,3,4,3,135,sale
New,vake,316300,2,3,3,88,sale
New,vera,328800,2,3,3,95,sale
New,vera,309100,2,3,3,86,sale
New,vake,323500,2,3,3,90,sale
Old,isani,155000,2,3,1,80,sale
New,vake,347100,2,3,3,98,sale
New,vake,352300,2,3,3,98,sale
New,vera,278000,2,3,3,87,sale
New,vera,323500,2,3,2,90,sale
New,vera,377400,2,3,3,105,sale
New,vake,316300,2,3,3,88,sale
New,vera,395400,2,3,3,110,sale
New,vake,316300,2,3,3,88,sale
New,sanzona,70600,2,3,14,68,sale
New,sanzona,73200,2,3,15,70,sale
New,sanzona,81200,2,3,15,78,sale
New,sanzona,99900,2,4,15,99,sale
New,sanzona,102500,2,4,10,102,sale
New,sanzona,107800,2,4,15,107,sale
New,sanzona,118500,2,4,14,118,sale
New,sanzona,126500,2,4,15,121,sale
New,sanzona,129100,2,4,15,124,sale
Old,digomi,130500,2,4,1,73,sale
New,varketili,189100,3,4,3,95,sale
New,didube,248200,2,4,3,102,sale
Old,digomi,95900,1,2,4,60,sale
New,gldani,154000,1,2,5,61,sale
New,sanzona,67900,1,2,14,62,sale
Old,saburtalo,173100,2,3,8,85,sale
Old,sololaki,107300,1,2,1,31,sale
New,saburtalo,186400,2,3,7,60,sale
New,saburtalo,154000,1,2,2,70,sale
Old,isani,166200,3,4,8,100,sale
Old,gldani,77200,1,2,17,38,sale
New,vake,540000,2,3,10,104,sale
Old,didube,399400,0,10,1,125,sale
Old,saburtalo,137000,1,1,2,45,sale
New,gldani,122500,1,2,8,57,sale
Old,massive,145000,1,2,3,62,sale
Old,saburtalo,276900,2,4,12,105,sale
Old,gldani,105000,1,2,7,72,sale
Old,isani,151800,2,3,2,64,sale
New,saburtalo,106500,2,3,1,45,sale
New,gldani,130500,2,3,9,72,sale
Old,gldani,119800,2,3,1,70,sale
New,digomi,109200,2,3,8,46,sale
Old,saburtalo,111000,1,3,1,60,sale
Old,avchala,133100,3,4,3,112,sale
Old,massive,199000,2,3,14,100,sale
Old,massive,160000,2,3,13,110,sale
Old,temka,79900,1,1,1,39,sale
Old,(i-v),260900,3,4,7,140,sale
Old,afrika,71900,2,4,3,80,sale
New,vake,434000,1,2,11,83,sale
Old,saburtalo,154400,1,2,4,72,sale
New,vake,1090000,3,4,4,198,sale
New,massive,352000,3,4,9,147,sale
New,digomi,90500,1,2,8,55,sale
New,saburtalo,196000,0,3,6,80,sale
New,saburtalo,158000,1,2,7,53,sale
Old,saburtalo,136000,1,2,6,57,sale
New,saburtalo,161000,1,2,9,50,sale
Old,saburtalo,134400,1,2,1,79,sale
New,saburtalo,148000,1,2,5,60,sale
New,saburtalo,191700,1,2,8,62,sale
New,didube,234300,2,5,7,100,sale
New,saburtalo,151800,2,3,3,58,sale
New,digomi,91800,1,2,7,53,sale
New,saburtalo,362100,2,3,12,125,sale
New,saburtalo,198400,1,2,8,64,sale
New,digomi,91800,1,2,7,53,sale
New,saburtalo,173100,1,2,2,60,sale
New,saburtalo,162400,1,2,3,50,sale
New,saburtalo,151800,1,2,12,67,sale
New,massive,402100,3,4,15,145,sale
New,saburtalo,186400,2,3,13,72,sale
New,vashlijvari,106500,1,2,3,62,sale
Old,saburtalo,125100,1,2,5,60,sale
New,samgori,181100,2,3,9,83,sale
New,sanzona,111800,2,3,1,90,sale
Old,vera,350000,2,3,4,120,sale
Old,chugureti,93200,1,2,1,49,sale
Old,mukhiani,101200,1,2,2,72,sale
New,digomi,82500,0,4,14,114,sale
Old,mukhiani,114500,2,3,1,87,sale
Old,gldani,71900,2,3,3,67,sale
Old,temka,95900,2,3,8,65,sale
Old,saburtalo,505900,4,5,8,202,sale
Old,didube,142700,2,3,2,66,sale
Old,orkhevi,62600,3,3,9,87,sale
Old,saburtalo,42600,1,1,5,23,sale
Old,varketili,62600,3,3,9,87,sale
Old,mukhiani,74600,0,2,4,45,sale
Old,ლილო,62600,3,3,9,87,sale
New,vake,1998000,5,7,6,565,sale
New,vake,186400,1,2,7,60,sale
New,digomi,165100,3,4,8,117,sale
Old,saburtalo,133100,1,2,1,63,sale
Old,temka,94500,1,2,4,68,sale
New,saburtalo,135000,1,2,3,60,sale
New,saburtalo,260000,3,4,3,123,sale
Old,didube,119800,1,3,2,97,sale
New,samgori,149100,2,3,5,80,sale
Old,varketili,114500,3,4,7,93,sale
New,digomi,131500,2,3,3,78,sale
Old,nadzaladevi,177000,3,5,5,173,sale
Old,isani,155000,2,3,6,77,sale
Old,chugureti,244200,2,3,3,110,sale
New,digomi,85200,1,2,6,41,sale
Old,gldani,159800,2,7,1,116,sale
New,nadzaladevi,94500,1,2,7,65,sale
Old,chugureti,119800,2,3,2,64,sale
Old,saburtalo,477000,2,7,1,220,sale
New,saburtalo,345500,2,3,9,141,sale
Old,chugureti,194400,1,2,4,81,sale
New,saburtalo,345000,2,3,9,124,sale
Old,isani,159800,3,4,8,90,sale
New,saburtalo,237000,2,3,2,72,sale
Old,chugureti,154400,1,2,2,55,sale
New,saburtalo,439300,4,6,3,250,sale
Old,massive,199700,3,4,14,110,sale
New,sanzona,97200,1,2,6,60,sale
New,digomi,47900,1,2,2,42,sale
Old,nadzaladevi,154400,2,3,8,105,sale
Old,nadzaladevi,94500,1,2,5,38,sale
Old,chugureti,266300,2,4,3,120,sale
New,saburtalo,292900,3,4,5,136,sale
New,varketili,105200,1,2,9,79,sale
New,vake,590000,3,4,4,125,sale
New,saburtalo,108000,1,2,10,50,sale
New,saburtalo,196000,2,3,10,88,sale
New,vake,194000,2,3,10,100,sale
New,nadzaladevi,274300,2,4,3,142,sale
Old,chugureti,119800,0,3,2,60,sale
New,saburtalo,521900,2,3,11,186,sale
New,saburtalo,306200,2,3,5,85,sale
New,gldani,93200,1,2,5,51,sale
Old,saburtalo,257000,2,3,5,135,sale
Old,temka,75900,2,3,5,64,sale
New,saburtalo,118500,2,3,5,80,sale
Old,vazisubani,85200,1,2,1,63,sale
Old,saburtalo,162400,2,3,2,80,sale
Old,(i-v),123800,2,3,16,78,sale
New,digomi,175700,2,3,2,80,sale
Old,(i-v),133100,2,3,8,76,sale
New,digomi,132600,2,3,7,72,sale
Old,(i-v),139800,2,3,15,75,sale
Old,isani,159800,3,4,8,100,sale
Old,mukhiani,143800,4,5,2,120,sale
New,digomi,118500,2,3,5,81,sale
Old,(i-v),127800,2,3,15,74,sale
New,saburtalo,242300,2,3,15,92,sale
Old,(i-v),110500,2,3,3,74,sale
Old,digomi,119800,2,3,9,68,sale
Old,gldani,186400,3,5,9,110,sale
Old,(i-v),141100,2,3,10,70,sale
Old,massive,146400,2,3,5,91,sale
New,digomi,87600,1,2,12,53,sale
Old,saburtalo,151800,2,3,3,70,sale
Old,(i-v),123800,2,3,1,70,sale
Old,saburtalo,129100,2,3,10,70,sale
New,saburtalo,559200,3,6,9,225,sale
Old,(i-v),138500,2,3,8,70,sale
New,vake,784000,3,4,4,200,sale
Old,(i-v),134500,2,3,5,68,sale
New,digomi,117200,1,2,10,62,sale
Old,(i-v),119800,2,3,6,60,sale
New,saburtalo,151800,2,3,3,58,sale
Old,(i-v),102500,2,3,8,54,sale
Old,(i-v),106500,2,3,4,52,sale
New,saburtalo,321900,3,5,13,180,sale
New,mukhiani,80500,1,2,17,55,sale
New,saburtalo,559200,3,6,9,225,sale
New,saburtalo,237000,2,3,2,72,sale
New,nadzaladevi,213000,2,3,8,90,sale
New,vake,253000,1,2,4,82,sale
New,massive,260900,3,4,8,90,sale
New,saburtalo,346200,3,4,8,96,sale
New,saburtalo,270000,2,3,3,100,sale
New,saburtalo,98000,0,2,1,65,sale
New,vashlijvari,147000,2,3,5,100,sale
New,vashlijvari,178900,3,4,7,120,sale
Old,sololaki,291500,2,3,2,73,sale
New,saburtalo,242300,2,3,15,92,sale
New,massive,161300,2,3,2,75,sale
New,saburtalo,159000,1,1,9,45,sale
Old,massive,119000,2,3,1,90,sale
New,saburtalo,287600,2,3,5,90,sale
Old,saburtalo,135000,1,2,1,65,sale
Old,saburtalo,199000,2,4,2,120,sale
New,varketili,77200,1,2,2,45,sale
New,massive,133100,2,3,8,63,sale
New,massive,126800,2,3,12,69,sale
Old,didube,130500,1,2,5,67,sale
New,digomi,210400,2,4,2,103,sale
New,saburtalo,127800,2,3,4,58,sale
Old,chugureti,119800,2,3,2,53,sale
New,didube,186400,2,3,5,80,sale
New,saburtalo,260900,2,3,9,98,sale
New,saburtalo,167000,2,3,3,77,sale
Old,varketili,85200,1,2,1,70,sale
Old,vazisubani,114500,3,4,11,80,sale
Old,varketili,93200,1,2,2,55,sale
New,vera,588000,3,4,4,156,sale
New,saburtalo,426000,3,4,8,145,sale
Old,gldani,157100,3,5,1,110,sale
Old,saburtalo,213000,1,2,12,65,sale
Old, (i-vii),178400,2,3,1,85,sale
New,saburtalo,242800,2,3,15,92,sale
New,varketili,109200,2,3,1,55,sale
Old,saburtalo,718900,3,5,10,200,sale
Old,didube,119800,0,2,2,62,sale
New,saburtalo,234300,2,3,15,92,sale
New,saburtalo,170000,1,2,5,60,sale
New,gldani,69200,2,2,8,59,sale
New,gldani,85200,1,3,7,60,sale
New,saburtalo,159800,1,1,1,60,sale
New,vake,426000,2,4,5,160,sale
Old,saburtalo,165100,0,2,6,90,sale
New,vake,172000,1,2,14,68,sale
Old,samgori,111500,2,3,1,78,sale
New,vake,210400,1,2,3,65,sale
Old,chugureti,37300,1,1,1,12,sale
Old,gldani,119800,2,3,2,85,sale
New,didube,126900,1,2,2,48,sale
Old,varketili,103800,2,3,3,72,sale
Old,chugureti,168000,2,3,2,100,sale
Old,gldani,74600,1,2,17,40,sale
New,didube,2156800,2,3,6,90,sale
New,saburtalo,266300,2,3,9,98,sale
New,vazisubani,146400,2,3,6,91,sale
Old,ortachala,47900,1,3,3,42,sale
Old,isani,133100,1,3,1,75,sale
Old,ortachala,106500,3,3,1,74,sale
New,digomi,109200,1,2,15,55,sale
New,didube,258300,3,4,2,90,sale
Old,(i-v),123800,2,3,6,50,sale
New,saburtalo,308900,2,3,5,127,sale
New,saburtalo,466000,2,3,5,156,sale
New,saburtalo,346200,2,3,7,130,sale
New,saburtalo,191700,2,3,5,72,sale
Old,saburtalo,226300,2,3,6,120,sale
New,sanzona,173100,2,3,14,65,sale
Old,nadzaladevi,111800,2,3,14,65,sale
New,saburtalo,306200,2,3,9,108,sale
Old,saburtalo,119800,1,2,6,59,sale
New,digomi,87900,1,2,4,64,sale
Old,saburtalo,219700,2,3,2,86,sale
Old,saburtalo,199700,2,3,4,85,sale
New,vake,227000,2,3,2,76,sale
Old,saburtalo,146400,0,2,4,66,sale
Old,saburtalo,173100,2,3,0,65,sale
New,mtatsminda,492000,2,3,3,117,sale
New,vake,715000,3,4,5,162,sale
New,vake,750000,4,7,4,300,sale
New,vake,254000,2,3,3,100,sale
Old,saburtalo,226300,2,3,2,102,sale
Old,saburtalo,181100,2,3,3,86,sale
New,saburtalo,1188000,2,3,14,165,sale
New,saburtalo,341200,2,3,11,149,sale
Old,mukhiani,125100,3,4,9,110,sale
Old,varketili,88400,3,4,5,75,sale
Old, (i-vii),122500,2,3,1,64,sale
New,saburtalo,4e+05,2,4,11,135,sale
New,digomi,95900,1,2,4,55,sale
Old,chugureti,218300,2,3,3,80,sale
Old,vera,450500,2,4,1,121,sale
New,vake,931900,4,5,14,210,sale
Old,saburtalo,165100,2,3,8,90,sale
Old,vazisubani,78000,2,3,7,75,sale
Old,varketili,81000,2,3,2,60,sale
New,digomi,105200,2,3,4,42,sale
New,digomi,175700,3,4,3,114,sale
New,saburtalo,372800,0,4,2,101,sale
Old,vake,213000,0,2,4,85,sale
Old,nadzaladevi,199700,2,3,3,135,sale
Old,varketili,69200,2,3,3,65,sale
New,digomi,53500,1,2,7,49,sale
Old,isani,134500,2,3,4,81,sale
Old,vazisubani,93200,1,2,1,70,sale
Old,vake,133100,2,3,2,72,sale
New,saburtalo,260000,2,3,6,100,sale
New,saburtalo,1050000,4,6,4,300,sale
New,vera,649900,3,4,8,243,sale
New,varketili,140000,3,4,6,80,sale
Old,kharfukhi,1200000,0,8,2,300,sale
Old,digomi,143000,2,3,8,80,sale
New,vera,325000,2,3,3,98,sale
New,vera,310000,2,3,2,120,sale
New,varketili,18600,1,2,4,41,sale
Old,varketili,61800,0,1,7,32,sale
Old,varketili,93200,2,3,4,70,sale
New,vake,427000,1,2,11,83,sale
New,vake,179000,2,3,5,94,sale
Old,varketili,56400,0,1,8,37,sale
Old,varketili,61800,0,1,8,45,sale
New,varketili,61800,1,2,3,41,sale
New,varketili,87900,1,2,1,58,sale
Old,vake,186400,1,2,7,70,sale
Old,vera,248000,2,3,4,90,sale
New,digomi,167800,2,3,7,60,sale
Old,gldani,79900,1,2,6,60,sale
New,saburtalo,386100,4,6,15,170,sale
Old,didube,146400,2,3,2,80,sale
New,digomi,93700,2,3,7,76,sale
Old,gldani,101200,2,2,8,65,sale
Old,avlabari,125100,1,2,1,84,sale
New,nadzaladevi,111000,1,2,1,50,sale
Old,vake,101200,0,1,4,38,sale
New,vake,399400,3,5,4,170,sale
Old,saburtalo,306200,0,4,1,155,sale
Old,didube,66600,1,1,1,42,sale
Old,didube,53300,1,1,1,33,sale
Old,nadzaladevi,159800,2,4,2,114,sale
New,digomi,69200,1,2,7,53,sale
Old,ლილო,74800,2,3,1,73,sale
Old,saburtalo,386100,0,4,5,200,sale
Old,digomi,183700,3,5,6,120,sale
Old,saburtalo,115000,1,3,1,60,sale
New,saburtalo,310000,3,4,8,100,sale
Old,saburtalo,210000,2,3,6,80,sale
New,gldani,80000,1,2,3,50,sale
New,sololaki,4e+05,2,3,4,83,sale
New,saburtalo,520000,4,6,10,232,sale
New,saburtalo,252000,1,2,4,80,sale
Old,didube,2e+05,3,3,1,115,sale
Old,gldani,146400,3,5,5,125,sale
New,saburtalo,91500,2,3,6,55,sale
New,sanzona,149100,2,3,10,94,sale
Old,temka,89100,2,3,1,71,sale
New,saburtalo,80000,1,2,1,44,sale
New,saburtalo,156500,1,2,3,54,sale
New,saburtalo,132400,1,2,5,43,sale
New,saburtalo,175700,1,2,2,60,sale
New,saburtalo,144400,1,2,7,69,sale
New,digomi,84300,1,2,10,50,sale
Old,saburtalo,204600,2,4,5,90,sale
New,didube,288900,3,5,13,148,sale
New,saburtalo,180500,1,2,2,60,sale
New,saburtalo,168500,1,2,14,69,sale
New,sanzona,133100,2,3,8,68,sale
New,saburtalo,213000,2,3,5,95,sale
New,vake,421300,2,3,7,113,sale
New,saburtalo,360000,2,4,11,180,sale
New,nadzaladevi,63900,2,2,2,65,sale
New,saburtalo,216600,2,3,5,88,sale
Old,vera,266300,1,3,5,89,sale
Old,vake,361100,2,3,2,145,sale
New,saburtalo,264800,2,3,2,116,sale
Old,nadzaladevi,146400,2,3,1,76,sale
Old,saburtalo,119800,1,1,8,37,sale
Old,(i-v),93200,3,4,2,76,sale
Old,saburtalo,280000,2,3,4,120,sale
New,saburtalo,930000,3,5,9,235,sale
New,mtatsminda,225000,1,2,9,36,sale
New,vake,531000,3,4,4,161,sale
Old,chugureti,210000,1,2,1,107,sale
Old,saburtalo,193000,2,4,5,120,sale
New,vake,458000,3,4,5,172,sale
Old,massive,47000,1,2,4,30,sale
New,digomi,98500,1,3,1,49,sale
New,didube,137700,1,2,2,70,sale
New,saburtalo,333700,2,3,6,95,sale
Old,didube,104000,1,1,7,38,sale
New,saburtalo,234300,2,3,11,140,sale
New,digomi,101200,1,2,13,50,sale
Old,massive,113000,1,1,5,53,sale
New,saburtalo,144000,0,2,4,72,sale
Old,massive,103000,1,1,5,56,sale
Old,massive,209600,2,3,11,105,sale
Old,massive,82000,1,1,5,39,sale
New,saburtalo,114500,0,3,12,100,sale
Old,massive,198000,3,4,6,101,sale
New,nadzaladevi,85000,2,4,10,82,sale
New,digomi,199700,3,4,2,105,sale
Old,massive,149000,2,3,4,72,sale
New,digomi,89000,1,2,5,63,sale
New,nadzaladevi,106700,2,4,8,78,sale
Old,chugureti,133100,2,3,4,75,sale
New,saburtalo,234300,1,3,11,75,sale
Old,didube,210000,3,6,3,135,sale
Old,nadzaladevi,141100,2,3,3,97,sale
Old,(i-v),133100,1,3,2,81,sale
New,saburtalo,226300,1,3,5,90,sale
Old,digomi,207700,3,4,6,120,sale
New,digomi,186400,1,2,5,63,sale
Old,digomi,135800,2,3,6,90,sale
New,digomi,150000,2,3,5,75,sale
Old,digomi,154400,2,3,12,100,sale
New,saburtalo,146400,2,3,6,80,sale
New,digomi,119800,2,3,9,78,sale
New,saburtalo,345100,3,4,5,142,sale
New,varketili,119800,2,3,2,62,sale
Old,chugureti,119800,2,3,1,71,sale
New,vake,190000,1,2,4,75,sale
New,varketili,125100,1,2,8,50,sale
New,saburtalo,287600,2,3,13,90,sale
Old,vake,450000,3,4,2,176,sale
Old,vake,225000,2,3,9,90,sale
Old,saburtalo,180000,2,3,1,80,sale
New,sanzona,98500,1,2,9,50,sale
New,sanzona,103800,1,2,13,60,sale
New,saburtalo,266300,2,3,12,113,sale
Old,chugureti,186400,2,4,2,85,sale
New,vake,221000,1,2,9,66,sale
Old,ponichala,101200,2,4,4,75,sale
Old,saburtalo,119300,1,1,3,45,sale
New,saburtalo,3e+05,2,3,11,103,sale
Old,saburtalo,135000,1,2,4,70,sale
Old,saburtalo,98200,1,1,5,40,sale
Old,saburtalo,90700,1,2,6,50,sale
Old,ortachala,270000,4,5,3,150,sale
New,saburtalo,248000,2,3,9,90,sale
New,gldani,40200,1,1,2,36,sale
Old,saburtalo,193400,2,3,3,100,sale
Old,saburtalo,230000,2,3,2,95,sale
Old,saburtalo,144700,2,3,9,85,sale
Old,vake,159800,1,1,5,45,sale
New,vake,452700,2,3,10,97,sale
New,vake,306200,1,2,11,63,sale
New,samgori,199700,3,4,9,136,sale
New,vake,319500,1,2,10,63,sale
New,didube,161100,2,3,4,110,sale
New,saburtalo,223700,3,4,4,123,sale
Old,isani,159800,3,4,8,98,sale
New,saburtalo,457100,2,3,10,113,sale
Old,didube,98500,1,2,1,45,sale
New,saburtalo,284000,2,3,8,88,sale
Old,saburtalo,359700,3,4,13,118,sale
Old,saburtalo,216400,2,3,5,80,sale
Old,saburtalo,202500,2,4,2,115,sale
Old,saburtalo,280100,2,3,4,105,sale
Old,saburtalo,106500,1,2,6,80,sale
Old,vake,216000,0,3,1,120,sale
Old,vake,338100,3,4,6,133,sale
Old,saburtalo,259600,2,3,2,125,sale
Old,saburtalo,194700,2,3,2,108,sale
New,digomi,77200,1,2,3,41,sale
Old,saburtalo,186600,2,3,4,103,sale
New,vera,125100,1,2,1,53,sale
New,saburtalo,224500,1,2,12,75,sale
New,saburtalo,173100,1,2,2,61,sale
New,saburtalo,424600,3,4,4,140,sale
New,saburtalo,243400,2,3,3,78,sale
Old,varketili,54600,1,1,5,40,sale
New,saburtalo,194700,1,2,8,62,sale
Old,vake,372000,2,3,4,110,sale
Old,varketili,82500,2,3,9,68,sale
Old,varketili,106500,2,3,4,71,sale
New,saburtalo,133100,2,3,6,83,sale
New,vake,247600,1,2,3,75,sale
Old,varketili,54600,1,1,5,40,sale
New,saburtalo,351500,2,3,4,110,sale
New,digomi,89200,1,2,7,50,sale
New,saburtalo,268000,2,3,6,88,sale
Old,saburtalo,585800,2,3,5,190,sale
Old,samgori,75000,1,2,1,65,sale
Old,saburtalo,69200,1,2,1,39,sale
New,saburtalo,167700,1,1,15,59,sale
Old,nadzaladevi,85200,1,1,2,40,sale
New,saburtalo,208000,1,2,9,64,sale
New,saburtalo,284000,2,3,11,102,sale
New,vake,392000,2,3,2,79,sale
New,saburtalo,197000,1,2,17,73,sale
New,saburtalo,460000,3,4,4,150,sale
New,saburtalo,202500,1,2,7,82,sale
New,saburtalo,295000,2,3,5,109,sale
New,saburtalo,405000,2,3,6,121,sale
New,saburtalo,169000,2,3,3,71,sale
New,saburtalo,270500,2,3,14,100,sale
Old,varketili,79900,1,2,7,70,sale
Old,saburtalo,162400,2,3,8,70,sale
New,saburtalo,324500,3,4,6,132,sale
New,saburtalo,224500,2,3,2,86,sale
New,vake,247600,1,2,3,75,sale
New,saburtalo,116300,2,2,6,96,sale
Old,saburtalo,249600,2,4,8,104,sale
New,saburtalo,351200,3,4,2,132,sale
New, (i-vii),123800,0,2,9,50,sale
New,saburtalo,211000,1,2,10,52,sale
New,saburtalo,567000,3,4,16,164,sale
New,saburtalo,308300,3,4,5,132,sale
New,saburtalo,208200,2,3,9,87,sale
Old,vake,386100,2,3,9,160,sale
New,vake,253000,2,3,10,80,sale
Old,vake,106500,2,3,5,67,sale
New,vake,1054800,3,4,4,200,sale
New,vake,254200,2,3,6,100,sale
Old,didube,171500,2,3,8,83,sale
New,saburtalo,324500,2,3,5,130,sale
New,saburtalo,946600,5,8,10,470,sale
Old,sanzona,151800,3,6,1,150,sale
New,saburtalo,108200,1,2,3,48,sale
New,saburtalo,213000,1,2,12,65,sale
New,saburtalo,235300,1,2,10,62,sale
Old,saburtalo,208200,3,4,5,124,sale
New,didube,66600,2,3,8,57,sale
New,saburtalo,205500,2,3,2,110,sale
Old,saburtalo,146400,1,2,6,66,sale
New,saburtalo,148700,2,3,9,64,sale
New,vake,324000,2,3,5,105,sale
New,vake,425700,2,3,16,100,sale
Old, (i-vii),183700,2,3,3,75,sale
New,saburtalo,156900,2,3,12,67,sale
New,didube,85200,1,2,9,48,sale
New,saburtalo,254200,2,3,2,100,sale
Old,vake,372600,2,3,4,110,sale
Old,gldani,127800,2,3,2,97,sale
New,massive,262300,3,4,4,93,sale
Old,saburtalo,192400,1,3,3,80,sale
New,ortachala,202800,3,4,2,110,sale
New,saburtalo,167700,1,2,7,54,sale
Old,samgori,55900,1,1,6,45,sale
Old,vazisubani,74600,1,1,7,50,sale
Old,vazisubani,119800,3,4,7,110,sale
Old,vazisubani,173100,2,3,1,80,sale
New,saburtalo,397500,1,2,18,67,sale
Old,vazisubani,122500,2,5,3,85,sale
Old,vazisubani,122500,3,4,4,100,sale
New,vazisubani,93200,1,2,1,53,sale
Old,vazisubani,101200,2,3,2,75,sale
Old,vazisubani,79900,1,2,2,65,sale
Old,vazisubani,82500,2,3,7,75,sale
New,saburtalo,236300,1,2,5,70,sale
New,vake,202000,2,3,2,67,sale
New,saburtalo,225000,1,2,14,68,sale
New,saburtalo,247600,2,3,5,92,sale
New,saburtalo,237000,2,3,2,75,sale
New,saburtalo,279600,2,3,13,90,sale
New,vazisubani,94500,1,2,8,55,sale
Old,didube,79900,1,1,8,40,sale
New,digomi,97500,1,2,6,48,sale
Old,saburtalo,324500,3,4,5,167,sale
Old,nadzaladevi,146400,2,3,6,90,sale
New,saburtalo,224500,1,2,3,62,sale
Old,massive,138500,1,2,2,65,sale
Old,saburtalo,208200,2,3,3,86,sale
Old,saburtalo,270500,2,3,4,136,sale
Old,temka,98500,2,3,2,80,sale
Old,varketili,146400,3,4,2,147,sale
New,sanzona,173100,2,3,1,85,sale
Old,saburtalo,338100,3,4,2,150,sale
Old,vashlijvari,133100,2,3,2,65,sale
Old,saburtalo,239600,3,4,4,110,sale
Old,varketili,70600,2,3,3,68,sale
New,saburtalo,191700,1,2,8,62,sale
New,saburtalo,191700,1,2,8,64,sale
New, (i-vii),213000,1,2,11,65,sale
Old,saburtalo,500300,5,7,6,263,sale
New,vake,429000,3,4,6,160,sale
New,saburtalo,169000,3,4,4,90,sale
New,saburtalo,160000,1,2,12,57,sale
New,saburtalo,202800,2,3,3,75,sale
New,saburtalo,203900,1,2,6,65,sale
New, (i-vii),452700,4,5,6,165,sale
New,saburtalo,200500,1,2,7,67,sale
New,saburtalo,280000,2,3,8,71,sale
Old,digomi,138500,3,4,5,100,sale
Old,saburtalo,378600,2,5,1,200,sale
New,digomi,111800,1,2,14,56,sale
Old,ortachala,71900,1,2,4,50,sale
New,saburtalo,392200,2,3,5,118,sale
Old,saburtalo,178400,1,2,3,55,sale
New,gldani,119800,2,3,3,65,sale
Old,massive,146400,0,3,13,84,sale
New,saburtalo,189300,2,3,3,72,sale
New,ortachala,197000,3,4,4,110,sale
Old,isani,109200,2,3,3,80,sale
Old,varketili,109200,2,3,9,80,sale
New,saburtalo,211000,1,2,9,64,sale
Old,saburtalo,270500,3,4,3,103,sale
Old,saburtalo,181900,2,3,6,90,sale
New,didube,311500,3,4,4,132,sale
New,saburtalo,306200,2,3,8,85,sale
Old,saburtalo,183900,2,3,8,80,sale
New,didube,173100,3,4,3,98,sale
New,vazisubani,103800,1,2,3,42,sale
Old,saburtalo,162300,2,3,4,60,sale
Old,saburtalo,175700,2,3,1,86,sale
New,saburtalo,121700,1,1,4,40,sale
New,ortachala,143800,1,2,5,60,sale
Old,samgori,58600,1,2,1,150,sale
New,saburtalo,243400,2,3,2,74,sale
Old,saburtalo,79900,1,1,1,25,sale
New,vake,237000,1,2,6,52,sale
New,saburtalo,243400,2,3,8,99,sale
New,didube,2e+05,2,3,11,80,sale
New,saburtalo,210600,0,4,10,113,sale
New,vake,199700,0,2,5,51,sale
Old,saburtalo,100600,1,1,8,34,sale
New,ortachala,270500,3,4,11,125,sale
New,avlabari,428000,3,4,5,140,sale
New,saburtalo,576000,3,4,11,207,sale
Old,sanzona,173100,2,3,4,90,sale
New,isani,428000,3,4,5,140,sale
New,saburtalo,338200,2,3,10,87,sale
Old,saburtalo,79900,1,1,1,25,sale
